item_id,title,rating,description,genre
32,Crumb,3.805194805194805,An intimate portrait of controversial cartoonist Robert Crumb and his traumatized family.,Documentary
33,Desperado,3.458333333333333,Former musician and gunslinger El Mariachi arrives at a small Mexican border town after being away for a long time. His past quickly catches up with him and he soon gets entangled with the local drug kingpin Bucho and his gang.,"Action,Romance,Thriller"
34,The Doom Generation,2.7142857142857144,"Jordan White and Amy Blue, two troubled teens, pick up an adolescent drifter, Xavier Red. Together, the threesome embark on a sex-and-violence-filled journey through an America of psychos and quickie marts.","Comedy,Drama"
35,Free Willy 2: The Adventure Home,2.1818181818181817,Teenager Jesse becomes reunited with Willy two years after the whale's jump to freedom as the teenager tries to rescue the killer whale and other orcas from an oil spill.,"Adventure,Childrens,Drama"
36,Mad Love,2.1538461538461537,The wild and sexy story of two passionate young people who take to the road for the incredible adventure of their lives.,"Drama,Romance"
37,Nadja,2.25,"This ultra-hip, post-modern vampire tale is set in contemporary New York City. Members of a dysfunctional family of vampires are trying to come to terms with each other, in the wake of their father's death. Meanwhile, they are bei...",Drama
38,The Net,3.008403361344538,"When Angela Bennett, a computer programmer, stumbles upon government secrets, she finds herself on the run from an unknown enemy hell-bent on destroying her completely.","Sci-Fi,Thriller"
39,Strange Days,3.2823529411764705,A former cop turned street-hustler accidentally uncovers a conspiracy in Los Angeles in 1999.,"Action,Crime,Sci-Fi"
41,Billy Madison,3.081081081081081,"In order to inherit his fed-up father Brian's hotel empire, immature and lazy Billy Madison must repeat grades one through twelve all over again. The further Billy progresses, the harder his hated rival Eric Gordon tries to stop him.",Comedy
42,Clerks,3.804195804195804,"A day in the lives of two convenience clerks named Dante and Randal as they annoy customers, discuss movies, and play hockey on the store roof.",Comedy
43,Disclosure,3.0,"A computer specialist is sued for sexual harassment by a former lover turned boss who initiated the act forcefully, which threatens both his career and his personal life.","Drama,Thriller"
44,Dolores Claiborne,3.333333333333333,A big city reporter travels to a small town where her mother has been arrested for the murder of an elderly woman for whom she worked as a housekeeper.,"Drama,Thriller"
45,Eat Drink Man Woman,4.05,A senior chef lives with his three grown daughters; the middle one finds her future plans affected by unexpected events and the life changes of the other household members.,"Comedy,Drama"
46,Exotica,3.555555555555556,"A man plagued by neuroses frequents the club Exotica in an attempt to find solace, but even there his past is never far away.",Drama
47,Ed Wood,3.601503759398496,Ambitious but troubled movie director Edward D. Wood Jr. tries his best to fulfill his dreams despite his lack of talent.,"Comedy,Drama"
48,Hoop Dreams,4.086206896551724,A film following the lives of two inner-city Chicago boys who struggle to become college basketball players on the road to going professional.,Documentary
49,I.Q.,3.2911392405063293,"A mechanic romances the mathematician niece of physicist Albert Einstein, with help from him and his friends.","Comedy,Romance"
50,Star Wars,4.367595818815331,"Luke Skywalker joins forces with a Jedi Knight, a cocky pilot, a Wookiee and two droids to save the galaxy from the Empire's world-destroying battle station, while also attempting to rescue Princess Leia from the mysterious Darth ...","Action,Adventure,Romance,Sci-Fi,War"
51,Legends of the Fall,3.4556962025316458,"In the early 1900s, three brothers and their father living in the remote wilderness of Montana are affected by betrayal, history, love, nature, and war.","Drama,Romance,War,Western"
52,The Madness of King George,3.7666666666666666,"When King George III goes mad, his Lieutenants try to adjust the rules to run the country without his participation.",Drama
53,Natural Born Killers,2.9444444444444446,Two victims of traumatized childhoods become lovers and psychopathic serial murderers irresponsibly glorified by the mass media.,"Action,Thriller"
54,Outbreak,3.25242718446602,A team of Army doctors struggle to find a cure for the deadly Motaba virus that was transported from Africa to North America by a white-headed Capuchin monkey and is now spreading quickly throughout a small California town.,"Action,Drama,Thriller"
55,The Professional,3.707482993197279,"Victim of a plot which has resulted in his imprisonment in a Central African jail for two years, a French secret agent arrives in Paris to settle accounts.","Crime,Drama,Romance,Thriller"
56,Pulp Fiction,4.058974358974359,"The lives of two mob hitmen, a boxer, a gangster and his wife, and a pair of diner bandits intertwine in four tales of violence and redemption.","Crime,Drama"
57,Priest,4.0,A warrior priest disobeys church law to track down a pack of vampires who have kidnapped his niece.,Drama
58,Quiz Show,3.645714285714286,"A young lawyer, Richard Goodwin, investigates a potentially fixed game show. Charles Van Doren, a big time show winner, is under Goodwin's investigation.",Drama
59,Three Colors: Red,4.049382716049383,A model discovers a retired judge is keen on invading people's privacy.,Drama
60,Three Colors: Blue,4.015625,A woman struggles to find a way to live her life after the death of her husband and child.,Drama
61,Three Colors: White,3.864406779661017,"After his wife divorces him, a Polish immigrant plots to get even with her.",Drama
62,Stargate,3.136,"An interstellar teleportation device, found in Egypt, leads to a planet with humans resembling ancient Egyptians who worship the god Ra.","Action,Adventure,Sci-Fi"
63,The Santa Clause,3.098765432098765,"When a man inadvertently makes Santa fall off his roof on Christmas Eve, he finds himself magically recruited to take his place.","Childrens,Comedy"
64,The Shawshank Redemption,4.446043165467626,"A banker convicted of uxoricide forms a friendship over a quarter century with a hardened convict, while maintaining his innocence and trying to remain hopeful through simple compassion.",Drama
65,What's Eating Gilbert Grape,3.5391304347826087,A young man in a small Midwestern town struggles to care for his mentally-disabled younger brother and morbidly obese mother while attempting to pursue his own happiness.,"Comedy,Drama"
66,While You Were Sleeping,3.55,A hopelessly romantic Chicago Transit Authority ticket booth operator is mistaken for the fiancée of a comatose patient.,"Comedy,Romance"
67,Ace Ventura: Pet Detective,3.0686274509803924,A goofy detective specializing in animals goes in search of the missing mascot of the Miami Dolphins.,Comedy
68,The Crow,3.4135338345864663,"The night before his wedding, musician Eric Draven and his fiancée are brutally murdered by members of a violent gang. On the anniversary of their death, Eric rises from the grave and assumes the mantle of the Crow, a supernatural...","Action,Romance,Thriller"
69,Forrest Gump,3.853582554517134,"The history of the United States from the 1950s to the '70s unfolds from the perspective of an Alabama man with an IQ of 75, who yearns to be reunited with his childhood sweetheart.","Comedy,Romance,War"
70,Four Weddings and a Funeral,3.657258064516129,"Over the course of five social occasions, a committed bachelor must consider the notion that he may have discovered love.","Comedy,Romance"
71,The Lion King,3.779816513761468,"Lion prince Simba and his father are targeted by his bitter uncle, who wants to ascend the throne himself.","Animation,Childrens,Musical"
72,The Mask,3.1968503937007875,Bank clerk Stanley Ipkiss is transformed into a manic superhero when he wears a mysterious mask.,"Comedy,Crime,Fantasy"
73,Maverick,3.46875,"Bret Maverick, needing money for a poker tournament, faces various comic mishaps and challenges, including a charming woman thief.","Action,Comedy,Western"
74,Faster Pussycat! Kill! Kill!,3.333333333333333,"Three thrill-seeking go-go dancers kidnap a young girl and attempt to swindle an old rancher and his two sons out of their small fortune, but their scheme does not play out as they intended.","Action,Comedy,Drama"
75,Brother Minister: The Assassination of Malcolm X,3.0,"Brother Minister reveals the mystery surrounding the assassination of Malcolm X at the Audubon Ballroom in New York City on February 21, 1965. It probes the innocence of two of the convicted assassins, reveals the true identity of...",Documentary
76,Carlito's Way,3.4074074074074074,"A Puerto Rican former convict, just released from prison, pledges to stay away from drugs and violence despite the pressure around him and lead on to a better life outside of N.Y.C.","Crime,Drama"
77,The Firm,3.2781456953642385,A young lawyer joins a prestigious law firm only to discover that it has a sinister dark side.,"Drama,Thriller"
78,Free Willy,2.4838709677419355,"When a boy learns that a beloved killer whale is to be killed by the aquarium owners, the boy risks everything to free the whale.","Adventure,Childrens,Drama"
79,The Fugitive,4.042424242424242,"Dr. Richard Kimble, unjustly accused of murdering his wife, must find the real killer while being the target of a nationwide manhunt led by a seasoned U.S. Marshal.","Action,Thriller"
80,Hot Shots! Part Deux,2.776119402985074,"""Rambo"" parody in which Topper Harley leads a rescue team into Iraq to save Iraqi war prisoners and all of their previous rescue teams.","Action,Comedy,War"
81,The Hudsucker Proxy,3.568807339449541,A naive business graduate is installed as president of a manufacturing company as part of a stock scam.,"Comedy,Romance"
82,Jurassic Park,3.722007722007722,"An industrialist invites some experts to visit his theme park of cloned dinosaurs. After a power failure, the creatures run loose, putting everyone's lives, including his grandchildren's, in danger.","Action,Adventure,Sci-Fi"
83,Much Ado About Nothing,4.063583815028902,"Young lovers, and soon to wed, Hero and Claudio conspire to get verbal sparring partners and confirmed singles, Benedick and Beatrice, to wed as well.","Comedy,Romance"
85,The Ref,3.0,"A cat burglar is forced to take a bickering, dysfunctional family hostage on Christmas Eve.",Comedy
86,The Remains of the Day,3.938775510204082,A butler who sacrificed body and soul to service in the years leading up to World War II realizes too late how misguided his loyalty was to his lordly employer.,Drama
87,Searching for Bobby Fischer,3.903703703703704,A prepubescent chess prodigy is encouraged to harden himself in order to become a champion like the famous but unlikable Bobby Fischer.,Drama
88,Sleepless in Seattle,3.548076923076923,A recently widowed man's son calls a radio talk-show in an attempt to find his father a partner.,"Comedy,Romance"
89,Blade Runner,4.139705882352941,A blade runner must pursue and terminate four replicants who stole a ship in space and have returned to Earth to find their creator.,"Film-Noir,Sci-Fi"
90,So I Married an Axe Murderer,3.0526315789473686,A San Francisco poet who fears commitment suspects his girlfriend may have a knack for killing off her significant others.,"Comedy,Romance,Thriller"
91,The Nightmare Before Christmas,3.5774647887323945,"Jack Skellington, king of Halloween Town, discovers Christmas Town, but his attempts to bring Christmas to his home causes confusion.","Childrens,Comedy,Musical"
92,True Romance,3.613861386138614,"In Detroit, a pop-culture enthusiast steals cocaine from his new wife's pimp and tries to sell it in Hollywood, prompting the mobsters who own the drugs to pursue the couple.","Action,Crime,Romance"
93,Welcome to the Dollhouse,3.709090909090909,"An awkward seventh-grader struggles to cope with inattentive parents, snobbish class-mates, a smart older brother, an attractive younger sister and her own insecurities in suburban New Jersey.","Comedy,Drama"
94,Home Alone,3.082706766917293,"An eight-year-old troublemaker, mistakenly left home alone, must defend his home against a pair of burglars on Christmas Eve.","Childrens,Comedy"
95,Aladdin,3.815668202764977,A kind-hearted street urchin and a power-hungry Grand Vizier vie for a magic lamp that has the power to make their deepest wishes come true.,"Animation,Childrens,Comedy,Musical"
96,Terminator 2: Judgment Day,4.006802721088436,"A cyborg, identical to the one who failed to kill Sarah Connor, must now protect her ten year old son John from an even more advanced and powerful cyborg.","Action,Sci-Fi,Thriller"
97,Dances with Wolves,3.795275590551181,A lieutenant assigned to a remote Civil War outpost starts questioning his purpose after making contact with a neighboring Sioux settlement.,"Adventure,Drama,Western"
98,The Silence of the Lambs,4.29242819843342,"A young F.B.I. cadet must receive the help of an incarcerated and manipulative cannibal killer to help catch another serial killer, a madman who skins his victims.","Drama,Thriller"
99,Snow White and the Seven Dwarfs,3.7093023255813953,"Exiled into the dangerous forest by her wicked stepmother, a princess is rescued by seven dwarf miners who make her part of their household.","Animation,Childrens,Musical"
100,Fargo,4.147704590818363,Minnesota car salesman Jerry Lundegaard's inept crime falls apart due to his and his henchmen's bungling and the persistent police work of the quite pregnant Marge Gunderson.,"Crime,Drama,Thriller"
101,Heavy Metal,3.2142857142857144,A glowing green orb that embodies ultimate evil terrorizes a young girl with an anthology of bizarre and fantastic stories.,"Action,Adventure,Animation,Horror,Sci-Fi"
102,The Aristocats,3.150943396226415,"With the help of a smooth talking tomcat, a family of Parisian felines set to inherit a fortune from their owner try to make it back home after a jealous butler kidnaps them and leaves them in the country.","Animation,Childrens"
103,All Dogs Go to Heaven 2,1.8666666666666667,"Charlie and Itchy return to Earth to find Gabriel's Horn, but along the way meet up with a young boy named David, who ran away from home.","Animation,Childrens,Musical"
104,Theodore Rex,1.4,"In an alternate futuristic society, a tough female police detective is paired with a talking dinosaur to find the killer of dinosaurs and other prehistoric animals leading them to a mad scientist bent on creating a new Armageddon.",Comedy
105,Sgt. Bilko,2.535211267605634,"Sgt. Bilko is a well-liked conman in charge of the army base's motor pool, developing a hover tank and unofficially of gambling etc. One man hates Bilko and he's coming to inspect the base for possible closure.",Comedy
106,Diabolique,2.880597014925373,The wife and mistress of a loathed school principal plan to murder him with what they believe is the perfect alibi.,"Drama,Thriller"
107,Moll Flanders,3.5,"The daughter of a thief, young Moll is placed in the care of a nunnery after her mother's execution, but the actions of an abusive priest lead her to rebel as a teenager, and she escapes to the dangerous streets of London. Further...",Drama
108,Kids in the Hall: Brain Candy,3.076923076923077,"A pharmaceutical scientist creates a pill that makes people remember their happiest memory, and although it's successful, it has unfortunate side effects.",Comedy
109,Mystery Science Theater 3000: The Movie,3.421875,Mike Nelson and his robot companions watch and give their comments about This Island Earth (1955).,"Comedy,Sci-Fi"
110,Operation Dumbo Drop,2.6206896551724137,"To keep the loyalty of a village during the Vietnam war, a U.S. Army officer and his unit struggle to deliver it a live elephant.","Action,Adventure,Comedy,War"
111,The Truth About Cats & Dogs,3.4774436090225564,"Cat experts scientifically follow 100 cats in Brighton, England. This 3-part series explores how a cat functions as a wild animal in a domestic world; how cats use their senses to interpret their environment; and how cats communic...","Comedy,Romance"
112,Flipper,2.3684210526315788,A teenage boy sent to spend the summer with his eccentric uncle on the Florida coast befriends a remarkable dolphin and takes on local bad guys who are polluting the water.,"Adventure,Childrens"
113,The Horseman on the Roof,4.111111111111111,"In a time of war and disease, a young officer gallantly tries to help a young woman find her husband.",Drama
114,Wallace & Gromit: The Best of Aardman Animation,4.447761194029851,A brokenhearted man exacts a unique brand of revenge.,Animation
115,The Haunted World of Edward D. Wood Jr.,3.733333333333333,How was it possible that a movie like Plan 9 from Outer Space (1957) could be made? This documentary about Edward D. Wood Jr.'s masterpiece gives the answer.,Documentary
116,Cold Comfort Farm,3.838709677419355,"A recently orphaned young woman goes to live with eccentric relatives in Sussex, where she sets about improving their gloomy lives.",Comedy
117,The Rock,3.703504043126685,"A mild-mannered chemist and an ex-con must lead the counterstrike when a rogue group of military men, led by a renegade general, threaten a nerve gas attack from Alcatraz against San Francisco.","Action,Adventure,Thriller"
118,Twister,3.2195121951219514,Two storm chasers on the brink of divorce must work together to create an advanced weather alert system by putting themselves in the cross-hairs of extremely violent tornadoes.,"Action,Adventure,Thriller"
120,Striptease,2.246153846153846,A stripper and single mother gets dragged into a dangerous situation after a congressman takes a fancy to her.,"Comedy,Crime"
121,Independence Day,3.44811320754717,"The aliens are coming and their goal is to invade and destroy Earth. Fighting superior technology, mankind's best weapon is the will to survive.","Action,Sci-Fi,War"
122,The Cable Guy,2.34,A designer makes a grievious mistake when he rejects the friendship of a borderline cable guy.,Comedy
123,The Frighteners,3.2389380530973453,"After a tragic car accident that kills his wife, a man discovers he can communicate with the dead, and he uses that gift to con people. However, when a demonic spirit appears, he may be the only one who can stop it from killing th...","Comedy,Horror"
124,Lone Star,4.048648648648649,"When the skeleton of his murdered predecessor is found, Sheriff Sam Deeds unearths many other long-buried secrets in his Texas border town.","Drama,Mystery"
125,Phenomenon,3.556962025316456,"An ordinary man sees a bright light descend from the sky, and discovers he now has super-intelligence and telekinesis.","Drama,Romance"
126,The Spitfire Grill,3.8020833333333335,A young woman just out of prison finds spiritual redemption working at a cafe in Maine.,Drama
127,The Godfather,4.277641277641278,The aging patriarch of an organized crime dynasty transfers control of his clandestine empire to his reluctant son.,"Action,Crime,Drama"
128,Supercop,3.5384615384615383,A Hong Kong detective teams up with his female Red Chinese counterpart to stop a Chinese drug czar.,"Action,Thriller"
129,Bound,3.816,Tough ex-con Corky and her lover Violet concoct a scheme to steal millions of stashed mob money and pin the blame on Violet's crooked boyfriend Caesar.,"Crime,Drama,Romance,Thriller"
130,Kansas City,2.227272727272727,A pair of kidnappings expose the complex power dynamics within the corrupt and unpredictable workings of 1930s Kansas City.,Crime
131,Breakfast at Tiffany's,3.731182795698925,"A young New York socialite becomes interested in a young man who has moved into her apartment building, but her past threatens to get in the way.","Drama,Romance"
132,The Wizard of Oz,4.069672131147541,"Young Dorothy Gale and her dog Toto are swept away by a tornado from their Kansas farm to the magical Land of Oz and embark on a quest with three new friends to see the Wizard, who can return her to her home and fulfill the others...","Adventure,Childrens,Drama,Musical"
133,Gone with the Wind,3.869822485207101,A sheltered and manipulative Southern belle and a roguish profiteer face off in a turbulent romance as the society around them crumbles with the end of slavery and is rebuilt during the Civil War and Reconstruction periods.,"Drama,Romance,War"
134,Citizen Kane,4.292929292929293,"Following the death of publishing tycoon Charles Foster Kane, reporters scramble to uncover the meaning of his final utterance: 'Rosebud.'",Drama
135,2001: A Space Odyssey,3.965116279069768,"When a mysterious artifact is uncovered on the Moon, a spacecraft manned by two humans and one supercomputer is sent to Jupiter to find its origins.","Drama,Mystery,Sci-Fi,Thriller"
136,Mr. Smith Goes to Washington,4.125,"A naive youth leader is appointed to fill a vacancy in the U.S. Senate. His idealistic plans promptly collide with corruption at home and subterfuge from his hero in Washington, but he tries to forge ahead despite attacks on his c...",Drama
137,Big Night,3.934131736526946,"New Jersey, 1950s. Two brothers run an Italian restaurant. Business is not going well as a rival Italian restaurant is out-competing them. In a final effort to save the restaurant, the brothers plan to put on an evening of incredi...",Drama
138,D3: The Mighty Ducks,2.6666666666666665,"The unruly team of hockey misfits grows up a bit and receives scholarships to a prestigious prep school, where they take on the snotty varsity team.","Childrens,Comedy"
139,The Love Bug,2.770833333333333,"Down-on-his-luck race car driver Jim Douglas teams up with a little VW Bug that has a mind of it's own, not realizing Herbie's worth until a sneaky rival plots to steal him.","Childrens,Comedy"
140,Homeward Bound: The Incredible Journey,3.2131147540983607,"A fun-loving American bulldog pup, a hilarious Himalayan cat, and a wise old golden retriever embark on a long trek through the rugged wilderness of the Sierra Nevada mountains in a quest to reach home and their beloved owners.","Adventure,Childrens"
141,"20,000 Leagues Under the Sea",3.4714285714285715,"A ship sent to investigate a wave of mysterious sinkings encounters the advanced submarine, the Nautilus, commanded by Captain Nemo.","Adventure,Childrens,Fantasy,Sci-Fi"
142,Bedknobs and Broomsticks,3.092592592592593,"An apprentice witch, three kids, and a cynical magician conman search for the missing component to a magic spell to be used in the defense of Britain in World War II.","Adventure,Childrens,Musical"
143,The Sound of Music,3.759090909090909,A young novice is sent by her convent in 1930s Austria to become a governess to the seven children of a widowed naval officer.,Musical
144,Die Hard,3.867219917012448,A New York City police officer tries to save his estranged wife and several others taken hostage by terrorists during a Christmas party at the Nakatomi Plaza in Los Angeles.,"Action,Thriller"
145,The Lawnmower Man,2.453125,A simple man is turned into a genius through the application of computer science.,"Action,Sci-Fi,Thriller"
146,Unhook the Stars,2.4444444444444446,"After her abusive husband leaves, Monica asks her neighbor to look after her son while she's at work. Mildred's angry daughter's just moved out, so she's happy to have JJ.",Drama
147,The Long Kiss Goodnight,3.478021978021978,"Government agents come after an amnesiac woman, who gradually remembers her past.","Action,Thriller"
148,The Ghost and the Darkness,3.1968503937007875,A bridge engineer and an experienced old hunter begin a hunt for two lions after they start attacking local construction workers.,"Action,Adventure"
149,Jude,3.0,"In late 1800s England, Jude plans to go to the city and attend university but marries early and becomes a stonemason. When his wife leaves, he moves to the city, where he befriends his liberal cousin Sue.",Drama
150,Swingers,3.8376623376623376,"A wannabe actor has a hard time moving on from a break-up, but he is lucky to have supportive friends.","Comedy,Drama"
151,Willy Wonka and the Chocolate Factory,3.628482972136223,The classic Roald Dahl tale gets a modern twist when Tom and Jerry enter the amazing world of Willy Wonka's Chocolate Factory.,"Adventure,Childrens,Comedy"
152,Sleeper,3.620253164556962,A nerdish store owner is revived out of cryostasis into a future world to fight an oppressive government.,"Comedy,Sci-Fi"
153,A Fish Called Wanda,3.773662551440329,"In London, four very different people team up on a jewel heist, then try to double-cross one another for the loot, complicated by their efforts to fool the very proper barrister Archibald Leach.",Comedy
154,Monty Python's Life of Brian,3.747126436781609,"Born on the original Christmas in the stable next door to Jesus Christ, Brian of Nazareth spends his life being mistaken for a messiah.",Comedy
155,Dirty Dancing,3.09375,"Spending the summer at a Catskills resort with her family, Frances ""Baby"" Houseman falls in love with the camp's dance instructor, Johnny Castle.","Musical,Romance"
156,Reservoir Dogs,3.979591836734694,"When a simple jewelry heist goes horribly wrong, the surviving criminals begin to suspect that one of them is a police informant.","Crime,Thriller"
157,Platoon,3.692913385826772,"Chris Taylor, a neophyte recruit in Vietnam, finds himself caught in a battle of wills between two sergeants, one good and the other evil. A shrewd examination of the brutality of war and the duality of man in conflict.","Drama,War"
158,Weekend at Bernie's,2.6166666666666667,"Two idiots try to pretend that their murdered employer is really alive, leading the hitman to attempt to track him down to finish him off.",Comedy
159,Basic Instinct,3.23,A violent police detective investigates a brutal murder that might involve a manipulative and seductive novelist.,"Mystery,Thriller"
160,Glengarry Glen Ross,3.463768115942029,An examination of the machinations behind the scenes at a real estate office.,Drama
161,Top Gun,3.493150684931507,"The Top Gun Naval Fighter Weapons School is where the best of the best train to refine their elite flying skills. When hotshot fighter pilot Maverick is sent to the school, his reckless attitude and cocky demeanor put him at odds ...","Action,Romance"
162,On Golden Pond,3.556603773584906,"Curmudgeon Norman is estranged from his daughter Chelsea. Nevertheless, at Golden Pond he and his wife agree to look after Billy, the son of Chelsea's new boyfriend, and a most unexpected relationship blooms.",Drama
163,The Return of the Pink Panther,3.566666666666667,"Inspector Jacques Clouseau is put on the case when the Pink Panther diamond is stolen, with the Phantom's trademark glove the only clue.",Comedy
164,The Abyss,3.58,A civilian diving team is enlisted to search for a lost nuclear submarine and faces danger while encountering an alien aquatic species.,"Action,Adventure,Sci-Fi,Thriller"
165,Jean de Florette,4.158730158730159,A greedy landowner and his backward nephew conspire to block the only water source for an adjoining property in order to bankrupt the owner and force him to sell.,Drama
166,Manon of the Spring,4.120689655172414,A beautiful but shy shepherdess plots vengeance on the men whose greedy conspiracy to acquire her father's land caused his death years earlier.,Drama
167,Private Benjamin,2.9846153846153847,A sheltered young high-society woman joins the United States Army on a whim and finds herself in a trickier situation than she ever expected.,Comedy
168,Monty Python and the Holy Grail,4.06514657980456,"King Arthur and his Knights of the Round Table embark on a surreal, low-budget search for the Holy Grail, encountering many, very silly obstacles.",Comedy
169,The Wrong Trousers,4.466101694915254,"Gromit butts heads with a mysterious penguin lodger, who hatches a sinister scheme involving the ex-NASA Techno Trousers that have been modified by Wallace for walkies.","Animation,Comedy"
170,Cinema Paradiso,4.166666666666667,"Salvatore, a famous film director, returns to his hometown for the funeral of the local theater's film projectionist, Alfredo. He reminisces about his life as a young boy falling in love with cinema.","Comedy,Drama,Romance"
171,Delicatessen,3.876923076923077,Post-apocalyptic surrealist black comedy about the landlord of an apartment building who occasionally prepares a delicacy for his odd tenants.,"Comedy,Sci-Fi"
172,The Empire Strikes Back,4.201101928374656,"After the Empire overpowers the Rebel Alliance, Luke Skywalker begins training with Jedi Master Yoda, while Darth Vader and bounty hunter Boba Fett pursue his friends across the galaxy.","Action,Adventure,Drama,Romance,Sci-Fi,War"
173,The Princess Bride,4.174454828660436,"A bedridden boy's grandfather reads him the story of a farmboy-turned-pirate who encounters numerous obstacles, enemies and allies in his quest to be reunited with his true love.","Action,Adventure,Comedy,Romance"
174,Raiders of the Lost Ark,4.252403846153846,"In 1936, archaeologists and adventurers of the U.S. government hired Indiana Jones to find the Ark of the Covenant before the Nazis could obtain its extraordinary powers.","Action,Adventure"
175,Brazil,3.82843137254902,A bureaucrat in a dystopic society becomes an enemy of the state as he pursues the woman of his dreams.,Sci-Fi
176,Aliens,3.946996466431096,"Decades after surviving the Nostromo incident, Ellen Ripley is sent out to re-establish contact with a terraforming colony but finds herself battling the Alien Queen and her offspring.","Action,Sci-Fi,Thriller,War"
